-3.89838430774806e-03,-7.72081473105422e-03,-1.13931420501708e-02,-1.48449219150292e-02,-1.80114829692059e-02,-2.08361903362213e-02,-2.32728683533213e-02,-2.52882698323815e-02,-2.68643982179107e-02,-2.80004161721835e-02,-2.87138250093732e-02,-2.90405912230118e-02,-2.90339442581638e-02,-2.87616815715122e-02,-2.83019879978711e-02,-2.77379853539215e-02,-2.71514391049861e-02,-2.66162187120330e-02,-2.61921988441323e-02,-2.59202783411997e-02,-2.58190828531927e-02,-2.58837246805630e-02,-2.60867497706558e-02,-2.63811411469004e-02,-2.67050048485038e-02,-2.69873727948596e-02,-2.71544471259016e-02,-2.71356017070007e-02,-2.68685488097393e-02,-2.63032508046483e-02,-2.54043698527760e-02,-2.41522598928739e-02,-2.25426786235642e-02,-2.05855113757321e-02,-1.83028486549594e-02,-1.57267523429241e-02,-1.28969968992715e-02,-9.85899818768898e-03,-6.66205893314525e-03,-3.35797811844575e-03
-8.20486667877730e-03,-1.62153396140674e-02,-2.38430449328026e-02,-3.09117388402591e-02,-3.72635495254207e-02,-4.27652983265603e-02,-4.73147181180038e-02,-5.08462365047657e-02,-5.33358424077041e-02,-5.48044363847772e-02,-5.53190122042772e-02,-5.49910642487794e-02,-5.39717872840786e-02,-5.24439354970997e-02,-5.06106079281355e-02,-4.86816640985338e-02,-4.68588595930465e-02,-4.53210408786824e-02,-4.42107977910510e-02,-4.36238380698734e-02,-4.36020647526165e-02,-4.41309674260997e-02,-4.51415341527909e-02,-4.65164795731208e-02,-4.81001812883120e-02,-4.97113483765559e-02,-5.11571646190058e-02,-5.22475179446613e-02,-5.28079903394245e-02,-5.26905360635136e-02,-5.17811663830047e-02,-5.00044002065844e-02,-4.73246445598435e-02,-4.37449729419842e-02,-3.93039442339723e-02,-3.40711528608036e-02,-2.81421465913392e-02,-2.16332252694202e-02,-1.46764755243002e-02,-7.41523140539163e-03
-1.21243732882862e-02,-2.39006877117919e-02,-3.49937238166219e-02,-4.50938810474706e-02,-5.39297627597008e-02,-6.12802914599092e-02,-6.69858901207166e-02,-7.09580574065549e-02,-7.31864784024349e-02,-7.37426996553633e-02,-7.27794149804084e-02,-7.05246068263186e-02,-6.72701918866275e-02,-6.33554067309593e-02,-5.91458548964226e-02,-5.50097798298690e-02,-5.12935669338992e-02,-4.82985933601575e-02,-4.62613183490413e-02,-4.53380412726650e-02,-4.55952222613846e-02,-4.70058127975627e-02,-4.94517283244775e-02,-5.27323411110472e-02,-5.65785574832242e-02,-6.06715984132408e-02,-6.46650736561400e-02,-6.82084784355510e-02,-7.09700210987560e-02,-7.26568113819981e-02,-7.30308838628570e-02,-7.19201800167535e-02,-6.92243031109102e-02,-6.49154509680018e-02,-5.90353369185550e-02,-5.16891056254843e-02,-4.30372615030652e-02,-3.32865020205854e-02,-2.26801417054956e-02,-1.14885753118871e-02
-1.47578284392721e-02,-2.89942213305273e-02,-4.22099765899322e-02,-5.39499511178804e-02,-6.38239734666519e-02,-7.15261596853644e-02,-7.68517181869528e-02,-7.97100969592929e-02,-8.01331585849395e-02,-7.82770467450209e-02,-7.44166160015139e-02,-6.89317972708231e-02,-6.22860706688212e-02,-5.49982274912881e-02,-4.76096240213430e-02,-4.06498796344632e-02,-3.46041808262208e-02,-2.98848995713287e-02,-2.68092487168496e-02,-2.55835483701096e-02,-2.62938171830697e-02,-2.89021324354312e-02,-3.32485034348716e-02,-3.90585377735869e-02,-4.59574821727315e-02,-5.34909527343560e-02,-6.11518138256341e-02,-6.84115217049722e-02,-7.47532697786372e-02,-7.97038260870970e-02,-8.28611695973727e-02,-8.39157876718093e-02,-8.26645223338588e-02,-7.90168645732942e-02,-7.29943926364848e-02,-6.47245426510932e-02,-5.44300924256110e-02,-4.24156925195409e-02,-2.90525745928440e-02,-1.47622852610175e-02
-1.52269989840019e-02,-2.97647152590347e-02,-4.29577293493132e-02,-5.42173326201340e-02,-6.30522312870952e-02,-6.90957780689692e-02,-7.21281629842567e-02,-7.20917931549676e-02,-6.90980320041817e-02,-6.34236735433504e-02,-5.54961152654953e-02,-4.58672312255557e-02,-3.51773877997026e-02,-2.41126618272862e-02,-1.33596933352853e-02,-3.56320866655941e-03,4.70932563856049e-03,1.09932420490814e-02,1.49422220214030e-02,1.63359741816877e-02,1.50833458298919e-02,1.12237713100155e-02,4.92818945002992e-03,-3.50174646172590e-03,-1.36391158683224e-02,-2.49451901356641e-02,-3.67930759495639e-02,-4.85014215952792e-02,-5.93755778557965e-02,-6.87518280098879e-02,-7.60397320800950e-02,-8.07582384040942e-02,-8.25625892786805e-02,-8.12606611518096e-02,-7.68188107876993e-02,-6.93583183976922e-02,-5.91440772603016e-02,-4.65673422507944e-02,-3.21242324975035e-02,-1.63914070108514e-02
-1.28240315633560e-02,-2.48317179784443e-02,-3.52536891388687e-02,-4.34125735738536e-02,-4.87640030063132e-02,-5.09313347412381e-02,-4.97316297046342e-02,-4.51903392864163e-02,-3.75423417439199e-02,-2.72176104927009e-02,-1.48110533139140e-02,-1.03798896798617e-03,1.33208440845529e-02,2.74784246222206e-02,4.06968028370298e-02,5.23308583892264e-02,6.18550012316926e-02,6.88716113475855e-02,7.31048934734911e-02,7.43875579816791e-02,7.26488954189987e-02,6.79109480247016e-02,6.02952787434251e-02,5.00377657301730e-02,3.75046456494402e-02,2.32011612781672e-02,7.76532022711598e-03,-8.05699921813407e-03,-2.34544853128347e-02,-3.76050114198827e-02,-4.97347254447133e-02,-5.91737847025192e-02,-6.54025120042346e-02,-6.80841641852744e-02,-6.70829109669440e-02,-6.24675159425595e-02,-5.45024199237387e-02,-4.36285028809536e-02,-3.04359032338210e-02,-1.56310827322502e-02
-7.16385582070625e-03,-1.34685696026522e-02,-1.81152634239142e-02,-2.04223046114402e-02,-1.98756194937324e-02,-1.61688075242254e-02,-9.22944315424316e-03,7.71882571792720e-04,1.34325819512404e-02,2.81505576185117e-02,4.41772051242608e-02,6.06866648925714e-02,7.68532238379075e-02,9.19254476406171e-02,1.05284320246887e-01,1.16474749118148e-01,1.25205577460770e-01,1.31321332337915e-01,1.34756554555702e-01,1.35487910327482e-01,1.33499030441126e-01,1.28768677275505e-01,1.21286001149686e-01,1.11089019067857e-01,9.83156084000027e-02,8.32519595642555e-02,6.63631734249270e-02,4.82950388843250e-02,2.98436394818034e-02,1.18975237760687e-02,-4.63704120635491e-03,-1.89151250125707e-02,-3.02251784526918e-02,-3.80460433651158e-02,-4.20846983709255e-02,-4.22937722093159e-02,-3.88701401752128e-02,-3.22372201107387e-02,-2.30141127906888e-02,-1.19747538305611e-02
1.68895727604493e-03,4.14858735410182e-03,8.07785989917644e-03,1.40374019688796e-02,2.23930423856382e-02,3.32746919018375e-02,4.65555486906065e-02,6.18559962773021e-02,7.85751237180594e-02,9.59501597691722e-02,1.13140021074858e-01,1.29323820148680e-01,1.43799588737233e-01,1.56064689521260e-01,1.65859975163738e-01,1.73166372655995e-01,1.78154283039488e-01,1.81098956884124e-01,1.82283573664723e-01,1.81912978534711e-01,1.80055921784408e-01,1.76626011097686e-01,1.71404495501762e-01,1.64101616576089e-01,1.54446170222901e-01,1.42285285340884e-01,1.27671315609944e-01,1.10913964825777e-01,9.25843349176570e-02,7.34703607014374e-02,5.44948178334872e-02,3.66137276985003e-02,2.07135981138279e-02,7.52219901734680e-03,-2.45795785821150e-03,-8.98954010259317e-03,-1.21138089865491e-02,-1.21401274954668e-02,-9.61544256002779e-03,-5.27806133322591e-03
1.31492043089337e-02,2.68068919145631e-02,4.14031893478819e-02,5.72188222124740e-02,7.43286574329765e-02,9.25669080319153e-02,1.11520467449113e-01,1.30555420794109e-01,1.48879021128957e-01,1.65634780177808e-01,1.80021585875500e-01,1.91419627418841e-01,1.99498665567006e-01,2.04281713665474e-01,2.06143439502871e-01,2.05738455579446e-01,2.03875303850403e-01,2.01367842250619e-01,1.98898536727705e-01,1.96917331064745e-01,1.95583773756112e-01,1.94749845429200e-01,1.93980925804249e-01,1.92617270934374e-01,1.89878367035786e-01,1.85002291970619e-01,1.77396224181511e-01,1.66763411595426e-01,1.53174717597778e-01,1.37068776594292e-01,1.19185452779416e-01,1.00453187102489e-01,8.18571104554562e-02,6.43123952141636e-02,4.85601623225567e-02,3.50952424085416e-02,2.41284934970552e-02,1.55819100363494e-02,9.11219897836093e-03,4.15730499199335e-03
2.61213805862895e-02,5.22884480674665e-02,7.84706285572494e-02,1.04494809944769e-01,1.29998812411627e-01,1.54413754944869e-01,1.76983071717205e-01,1.96823158300913e-01,2.13025693899917e-01,2.24793893412876e-01,2.31594354915022e-01,2.33294742556921e-01,2.30250099191542e-01,2.23304018543106e-01,2.13690188292057e-01,2.02851858271070e-01,1.92227636788937e-01,1.83063175924335e-01,1.76290524010199e-01,1.72479923844794e-01,1.71836197585969e-01,1.74204014748188e-01,1.79066137106082e-01,1.85550309511159e-01,1.92480264804953e-01,1.98498470536374e-01,2.02255614897119e-01,2.02624841552717e-01,1.98880978959976e-01,1.90796195110441e-01,1.78634396837707e-01,1.63058790154311e-01,1.44986372890035e-01,1.25426662176063e-01,1.05334635654528e-01,8.54965912646037e-02,6.64572256081749e-02,4.84886541238162e-02,3.15974075879570e-02,1.55629323108643e-02
