number of steps,time,
1000, 0.000133000000000
Numeric Solution,Exact Solution,Relative Error,
0.598958430506,0.598963411875,8.31665012972E-06
0.600645058876,0.600650054272,8.31665012956E-06
0.602304991883,0.602310001084,8.31665012957E-06
0.603938494886,0.603943517673,8.31665012898E-06
0.605545830608,0.605550866763,8.31665012861E-06
0.607127259158,0.607132308465,8.31665012847E-06
0.608683038060,0.608688100306,8.31665012852E-06
0.610213422279,0.610218497253,8.31665012829E-06
0.611718664246,0.611723751739,8.31665012787E-06
0.613199013881,0.613204113685,8.31665012804E-06
0.614654718621,0.614659830532,8.31665012797E-06
0.616086023443,0.616091147257,8.31665012778E-06
0.617493170888,0.617498306405,8.31665012803E-06
0.618876401088,0.618881548109,8.31665012831E-06
0.620235951787,0.620241110115,8.31665012836E-06
0.621572058366,0.621577227806,8.31665012844E-06
0.622884953865,0.622890134224,8.31665012852E-06
0.624174869009,0.624180060096,8.31665012832E-06
0.625442032229,0.625447233855,8.31665012875E-06
0.626686669686,0.626691881663,8.31665012895E-06
0.627909005292,0.627914227435,8.31665012906E-06
0.629109260733,0.629114492858,8.31665012913E-06
0.630287655492,0.630292897417,8.31665012942E-06
0.631444406871,0.631449658417,8.31665012957E-06
0.632579730010,0.632584990998,8.31665012987E-06
0.633693837913,0.633699108167,8.31665013047E-06
0.634786941465,0.634792220809,8.31665013077E-06
0.635859249454,0.635864537716,8.31665013104E-06
0.636910968594,0.636916265604,8.31665013180E-06
0.637942303544,0.637947609131,8.31665013234E-06
0.638953456929,0.638958770926,8.31665013254E-06
0.639944629359,0.639949951599,8.31665013263E-06
0.640916019449,0.640921349768,8.31665013321E-06
0.641867823843,0.641873162078,8.31665013369E-06
0.642800237227,0.642805583216,8.31665013386E-06
0.643713452353,0.643718805937,8.31665013425E-06
0.644607660057,0.644613021078,8.31665013472E-06
0.645483049279,0.645488417580,8.31665013522E-06
0.646339807078,0.646345182505,8.31665013542E-06
0.647178118657,0.647183501056,8.31665013576E-06
0.647998167376,0.648003556595,8.31665013613E-06
0.648800134773,0.648805530662,8.31665013669E-06
0.649584200581,0.649589602991,8.31665013712E-06
0.650350542747,0.650355951530,8.31665013758E-06
0.651099337449,0.651104752460,8.31665013799E-06
0.651830759114,0.651836180207,8.31665013843E-06
0.652544980433,0.652550407467,8.31665013851E-06
0.653242172385,0.653247605216,8.31665013874E-06
0.653922504244,0.653927942734,8.31665013904E-06
0.654586143605,0.654591587614,8.31665013930E-06
0.655233256396,0.655238705787,8.31665013975E-06
0.655864006896,0.655869461533,8.31665014053E-06
0.656478557750,0.656484017498,8.31665014115E-06
0.657077069988,0.657082534713,8.31665014149E-06
0.657659703037,0.657665172608,8.31665014175E-06
0.658226614741,0.658232089027,8.31665014209E-06
0.658777961375,0.658783440246,8.31665014239E-06
0.659313897659,0.659319380988,8.31665014264E-06
0.659834576777,0.659840064436,8.31665014265E-06
0.660340150390,0.660345642254,8.31665014311E-06
0.660830768650,0.660836264594,8.31665014335E-06
0.661306580217,0.661312080118,8.31665014351E-06
0.661767732274,0.661773236010,8.31665014400E-06
0.662214370541,0.662219877992,8.31665014434E-06
0.662646639288,0.662652150334,8.31665014513E-06
0.663064681353,0.663070195876,8.31665014570E-06
0.663468638154,0.663474156036,8.31665014646E-06
0.663858649700,0.663864170826,8.31665014702E-06
0.664234854612,0.664240378867,8.31665014787E-06
0.664597390132,0.664602917402,8.31665014838E-06
0.664946392137,0.664951922310,8.31665014927E-06
0.665281995154,0.665287528118,8.31665014997E-06
0.665604332373,0.665609868017,8.31665015043E-06
0.665913535659,0.665919073875,8.31665015096E-06
0.666209735568,0.666215276247,8.31665015159E-06
0.666493061356,0.666498604391,8.31665015219E-06
0.666763640995,0.666769186281,8.31665015269E-06
0.667021601187,0.667027148618,8.31665015340E-06
0.667267067371,0.667272616844,8.31665015418E-06
0.667500163743,0.667505715154,8.31665015480E-06
0.667721013260,0.667726566508,8.31665015526E-06
0.667929737660,0.667935292644,8.31665015601E-06
0.668126457470,0.668132014091,8.31665015677E-06
0.668311292020,0.668316850177,8.31665015769E-06
0.668484359451,0.668489919048,8.31665015827E-06
0.668645776732,0.668651337672,8.31665015914E-06
0.668795659670,0.668801221855,8.31665015964E-06
0.668934122917,0.668939686255,8.31665016045E-06
0.669061279990,0.669066844385,8.31665016118E-06
0.669177243275,0.669182808635,8.31665016234E-06
0.669282124041,0.669287690273,8.31665016288E-06
0.669376032452,0.669381599465,8.31665016376E-06
0.669459077575,0.669464645279,8.31665016424E-06
0.669531367395,0.669536935700,8.31665016514E-06
0.669593008823,0.669598577640,8.31665016583E-06
0.669644107706,0.669649676948,8.31665016648E-06
0.669684768840,0.669690338420,8.31665016752E-06
0.669715095979,0.669720665811,8.31665016842E-06
0.669735191846,0.669740761846,8.31665016968E-06
0.669745158143,0.669750728226,8.31665017055E-06
0.669745095561,0.669750665643,8.31665017155E-06
0.669735103789,0.669740673787,8.31665017240E-06
0.669715281525,0.669720851360,8.31665017367E-06
0.669685726489,0.669691296078,8.31665017467E-06
0.669646535427,0.669652104689,8.31665017569E-06
0.669597804122,0.669603372979,8.31665017669E-06
0.669539627408,0.669545195781,8.31665017783E-06
0.669472099175,0.669477666986,8.31665017874E-06
0.669395312379,0.669400879552,8.31665017984E-06
0.669309359054,0.669314925512,8.31665018076E-06
0.669214330316,0.669219895984,8.31665018189E-06
0.669110316378,0.669115881181,8.31665018277E-06
0.668997406556,0.669002970419,8.31665018362E-06
0.668875689276,0.668881252128,8.31665018458E-06
0.668745252088,0.668750813855,8.31665018545E-06
0.668606181670,0.668611742280,8.31665018602E-06
0.668458563839,0.668464123221,8.31665018689E-06
0.668302483557,0.668308041641,8.31665018776E-06
0.668138024945,0.668143581661,8.31665018825E-06
0.667965271284,0.667970826564,8.31665018906E-06
0.667784305031,0.667789858806,8.31665019007E-06
0.667595207821,0.667600760023,8.31665019089E-06
0.667398060477,0.667403611039,8.31665019192E-06
0.667192943020,0.667198491876,8.31665019262E-06
0.666979934675,0.666985481760,8.31665019350E-06
0.666759113880,0.666764659129,8.31665019445E-06
0.666530558293,0.666536101641,8.31665019539E-06
0.666294344800,0.666299886183,8.31665019607E-06
0.666050549522,0.666056088877,8.31665019711E-06
0.665799247824,0.665804785090,8.31665019790E-06
0.665540514323,0.665546049436,8.31665019869E-06
0.665274422892,0.665279955793,8.31665019950E-06
0.665001046671,0.665006577299,8.31665020049E-06
0.664720458074,0.664725986368,8.31665020126E-06
0.664432728793,0.664438254694,8.31665020205E-06
0.664137929808,0.664143453257,8.31665020266E-06
0.663836131395,0.663841652334,8.31665020322E-06
0.663527403129,0.663532921500,8.31665020405E-06
0.663211813896,0.663217329642,8.31665020463E-06
0.662889431894,0.662894944960,8.31665020532E-06
0.662560324647,0.662565834975,8.31665020626E-06
0.662224559005,0.662230066540,8.31665020681E-06
0.661882201153,0.661887705842,8.31665020731E-06
0.661533316622,0.661538818409,8.31665020829E-06
0.661177970287,0.661183469118,8.31665020910E-06
0.660816226380,0.660821722203,8.31665020996E-06
0.660448148496,0.660453641258,8.31665021057E-06
0.660073799596,0.660079289244,8.31665021117E-06
0.659693242015,0.659698728499,8.31665021185E-06
0.659306537469,0.659312020737,8.31665021241E-06
0.658913747062,0.658919227063,8.31665021264E-06
0.658514931287,0.658520407971,8.31665021326E-06
0.658110150040,0.658115623357,8.31665021383E-06
0.657699462617,0.657704932519,8.31665021416E-06
0.657282927729,0.657288394167,8.31665021461E-06
0.656860603501,0.656866066427,8.31665021515E-06
0.656432547480,0.656438006846,8.31665021545E-06
0.655998816643,0.656004272401,8.31665021549E-06
0.655559467397,0.655564919501,8.31665021620E-06
0.655114555592,0.655120003996,8.31665021643E-06
0.654664136521,0.654669581179,8.31665021722E-06
0.654208264929,0.654213705795,8.31665021755E-06
0.653746995013,0.653752432044,8.31665021809E-06
0.653280380436,0.653285813586,8.31665021905E-06
0.652808474325,0.652813903550,8.31665021979E-06
0.652331329278,0.652336754535,8.31665022044E-06
0.651848997373,0.651854418618,8.31665022132E-06
0.651361530168,0.651366947359,8.31665022205E-06
0.650868978710,0.650874391805,8.31665022316E-06
0.650371393537,0.650376802493,8.31665022398E-06
0.649868824686,0.649874229463,8.31665022481E-06
0.649361321696,0.649366722252,8.31665022566E-06
0.648848933614,0.648854329908,8.31665022667E-06
0.648331708999,0.648337100992,8.31665022723E-06
0.647809695927,0.647815083578,8.31665022830E-06
0.647282941997,0.647288325268,8.31665022943E-06
0.646751494334,0.646756873185,8.31665023042E-06
0.646215399596,0.646220773989,8.31665023124E-06
0.645674703976,0.645680073871,8.31665023236E-06
0.645129453207,0.645134818568,8.31665023344E-06
0.644579692569,0.644585053358,8.31665023415E-06
0.644025466892,0.644030823071,8.31665023515E-06
0.643466820559,0.643472172092,8.31665023578E-06
0.642903797512,0.642909144363,8.31665023661E-06
0.642336441258,0.642341783390,8.31665023729E-06
0.641764794870,0.641770132248,8.31665023769E-06
0.641188900992,0.641194233581,8.31665023860E-06
0.640608801847,0.640614129611,8.31665023918E-06
0.640024539235,0.640029862139,8.31665023972E-06
0.639436154542,0.639441472554,8.31665024068E-06
0.638843688744,0.638849001828,8.31665024132E-06
0.638247182407,0.638252490530,8.31665024232E-06
0.637646675696,0.637651978825,8.31665024288E-06
0.637042208375,0.637047506477,8.31665024356E-06
0.636433819815,0.636439112856,8.31665024432E-06
0.635821548992,0.635826836941,8.31665024501E-06
0.635205434498,0.635210717323,8.31665024583E-06
0.634585514540,0.634590792210,8.31665024676E-06
0.633961826946,0.633967099428,8.31665024752E-06
0.633334409166,0.633339676430,8.31665024801E-06
0.632703298280,0.632708560296,8.31665024883E-06
0.632068530998,0.632073787735,8.31665024998E-06
0.631430143667,0.631435395094,8.31665025082E-06
0.630788172269,0.630793418357,8.31665025159E-06
0.630142652433,0.630147893152,8.31665025216E-06
0.629493619429,0.629498854751,8.31665025282E-06
0.628841108181,0.628846338076,8.31665025394E-06
0.628185153262,0.628190377702,8.31665025462E-06
0.627525788904,0.627531007860,8.31665025553E-06
0.626863048998,0.626868262442,8.31665025689E-06
0.626196967098,0.626202175002,8.31665025789E-06
0.625527576423,0.625532778760,8.31665025896E-06
0.624854909864,0.624860106607,8.31665025998E-06
0.624178999984,0.624184191106,8.31665026086E-06
0.623499879023,0.623505064497,8.31665026197E-06
0.622817578900,0.622822758699,8.31665026293E-06
0.622132131216,0.622137305314,8.31665026370E-06
0.621443567259,0.621448735631,8.31665026465E-06
0.620751918006,0.620757080625,8.31665026519E-06
0.620057214125,0.620062370967,8.31665026594E-06
0.619359485980,0.619364637020,8.31665026682E-06
0.618658763634,0.618663908845,8.31665026782E-06
0.617955076849,0.617960216208,8.31665026867E-06
0.617248455093,0.617253588575,8.31665026965E-06
0.616538927540,0.616544055121,8.31665027103E-06
0.615826523074,0.615831644731,8.31665027216E-06
0.615111270294,0.615116386002,8.31665027351E-06
0.614393197511,0.614398307247,8.31665027475E-06
0.613672332758,0.613677436498,8.31665027572E-06
0.612948703787,0.612953801510,8.31665027715E-06
0.612222338076,0.612227429758,8.31665027842E-06
0.611493262829,0.611498348446,8.31665027958E-06
0.610761504978,0.610766584510,8.31665028106E-06
0.610027091190,0.610032164615,8.31665028257E-06
0.609290047866,0.609295115161,8.31665028363E-06
0.608550401144,0.608555462287,8.31665028477E-06
0.607808176903,0.607813231873,8.31665028571E-06
0.607063400763,0.607068449539,8.31665028713E-06
0.606316098091,0.606321140652,8.31665028807E-06
0.605566294002,0.605571330327,8.31665028903E-06
0.604814013360,0.604819043429,8.31665029024E-06
0.604059280784,0.604064304576,8.31665029133E-06
0.603302120645,0.603307138140,8.31665029234E-06
0.602542557076,0.602547568253,8.31665029332E-06
0.601780613965,0.601785618806,8.31665029454E-06
0.601016314967,0.601021313451,8.31665029545E-06
0.600249683500,0.600254675608,8.31665029674E-06
0.599480742750,0.599485728463,8.31665029809E-06
0.598709515670,0.598714494969,8.31665029938E-06
0.597936024988,0.597940997854,8.31665030054E-06
0.597160293205,0.597165259620,8.31665030201E-06
0.596382342598,0.596387302543,8.31665030308E-06
0.595602195223,0.595607148679,8.31665030448E-06
0.594819872915,0.594824819865,8.31665030568E-06
0.594035397295,0.594040337721,8.31665030676E-06
0.593248789767,0.593253723651,8.31665030841E-06
0.592460071523,0.592464998848,8.31665030959E-06
0.591669263544,0.591674184291,8.31665031111E-06
0.590876386602,0.590881300756,8.31665031257E-06
0.590081461264,0.590086368806,8.31665031388E-06
0.589284507891,0.589289408805,8.31665031514E-06
0.588485546642,0.588490440911,8.31665031654E-06
0.587684597476,0.587689485084,8.31665031823E-06
0.586881680154,0.586886561085,8.31665031999E-06
0.586076814240,0.586081688476,8.31665032112E-06
0.585270019103,0.585274886629,8.31665032241E-06
0.584461313920,0.584466174720,8.31665032373E-06
0.583650717677,0.583655571736,8.31665032524E-06
0.582838249173,0.582843096475,8.31665032670E-06
0.582023927018,0.582028767547,8.31665032811E-06
0.581207769637,0.581212603379,8.31665032997E-06
0.580389795274,0.580394622213,8.31665033141E-06
0.579570021990,0.579574842111,8.31665033263E-06
0.578748467666,0.578753280955,8.31665033410E-06
0.577925150007,0.577929956448,8.31665033540E-06
0.577100086541,0.577104886120,8.31665033671E-06
0.576273294621,0.576278087324,8.31665033803E-06
0.575444791428,0.575449577241,8.31665033956E-06
0.574614593974,0.574619372882,8.31665034142E-06
0.573782719100,0.573787491089,8.31665034293E-06
0.572949183479,0.572953948536,8.31665034446E-06
0.572114003620,0.572118761732,8.31665034608E-06
0.571277195867,0.571281947019,8.31665034734E-06
0.570438776402,0.570443520582,8.31665034898E-06
0.569598761246,0.569603498439,8.31665035038E-06
0.568757166260,0.568761896454,8.31665035132E-06
0.567914007149,0.567918730330,8.31665035289E-06
0.567069299459,0.567074015616,8.31665035397E-06
0.566223058585,0.566227767704,8.31665035495E-06
0.565375299767,0.565380001835,8.31665035626E-06
0.564526038093,0.564530733098,8.31665035747E-06
0.563675288503,0.563679976432,8.31665035855E-06
0.562823065786,0.562827746627,8.31665035933E-06
0.561969384585,0.561974058327,8.31665036080E-06
0.561114259400,0.561118926030,8.31665036157E-06
0.560257704582,0.560262364088,8.31665036258E-06
0.559399734344,0.559404386715,8.31665036393E-06
0.558540362754,0.558545007978,8.31665036523E-06
0.557679603743,0.557684241808,8.31665036638E-06
0.556817471102,0.556822101997,8.31665036735E-06
0.555953978486,0.555958602199,8.31665036837E-06
0.555089139412,0.555093755932,8.31665036992E-06
0.554222967265,0.554227576582,8.31665037086E-06
0.553355475296,0.553360077398,8.31665037188E-06
0.552486676624,0.552491271501,8.31665037340E-06
0.551616584239,0.551621171879,8.31665037464E-06
0.550745211000,0.550749791393,8.31665037613E-06
0.549872569639,0.549877142775,8.31665037750E-06
0.548998672762,0.549003238630,8.31665037871E-06
0.548123532849,0.548128091439,8.31665038038E-06
0.547247162257,0.547251713558,8.31665038179E-06
0.546369573217,0.546374117220,8.31665038285E-06
0.545490777843,0.545495314537,8.31665038431E-06
0.544610788125,0.544615317500,8.31665038551E-06
0.543729615935,0.543734137982,8.31665038679E-06
0.542847273029,0.542851787737,8.31665038784E-06
0.541963771041,0.541968278402,8.31665038932E-06
0.541079121496,0.541083621499,8.31665039040E-06
0.540193335799,0.540197828435,8.31665039159E-06
0.539306425244,0.539310910504,8.31665039288E-06
0.538418401012,0.538422878887,8.31665039416E-06
0.537529274174,0.537533744655,8.31665039598E-06
0.536639055690,0.536643518767,8.31665039752E-06
0.535747756412,0.535752212076,8.31665039900E-06
0.534855387082,0.534859835324,8.31665040109E-06
0.533961958337,0.533966399149,8.31665040280E-06
0.533067480709,0.533071914082,8.31665040457E-06
0.532171964623,0.532176390548,8.31665040640E-06
0.531275420401,0.531279838870,8.31665040801E-06
0.530377858265,0.530382269269,8.31665041013E-06
0.529479288331,0.529483691862,8.31665041192E-06
0.528579720619,0.528584116668,8.31665041372E-06
0.527679165045,0.527683553605,8.31665041573E-06
0.526777631431,0.526782012493,8.31665041741E-06
0.525875129497,0.525879503053,8.31665041913E-06
0.524971668869,0.524976034912,8.31665042108E-06
0.524067259078,0.524071617598,8.31665042288E-06
0.523161909557,0.523166260547,8.31665042457E-06
0.522255629647,0.522259973101,8.31665042641E-06
0.521348428598,0.521352764507,8.31665042866E-06
0.520440315566,0.520444643922,8.31665043028E-06
0.519531299616,0.519535620412,8.31665043167E-06
0.518621389723,0.518625702951,8.31665043361E-06
0.517710594773,0.517714900427,8.31665043512E-06
0.516798923564,0.516803221636,8.31665043681E-06
0.515886384806,0.515890675289,8.31665043838E-06
0.514972987124,0.514977270009,8.31665043982E-06
0.514058739054,0.514063014336,8.31665044165E-06
0.513143649050,0.513147916722,8.31665044319E-06
0.512227725481,0.512231985535,8.31665044443E-06
0.511310976633,0.511315229063,8.31665044632E-06
0.510393410709,0.510397655508,8.31665044765E-06
0.509475035832,0.509479272993,8.31665044943E-06
0.508555860042,0.508560089559,8.31665045091E-06
0.507635891301,0.507640113167,8.31665045224E-06
0.506715137491,0.506719351699,8.31665045418E-06
0.505793606416,0.505797812960,8.31665045530E-06
0.504871305802,0.504875504675,8.31665045651E-06
0.503948243298,0.503952434495,8.31665045805E-06
0.503024426479,0.503028609992,8.31665045938E-06
0.502099862841,0.502104038665,8.31665046059E-06
0.501174559808,0.501178727937,8.31665046165E-06
0.500248524731,0.500252685158,8.31665046310E-06
0.499321764887,0.499325917606,8.31665046413E-06
0.498394287478,0.498398432484,8.31665046504E-06
0.497466099639,0.497470236925,8.31665046598E-06
0.496537208431,0.496541337991,8.31665046673E-06
0.495607620845,0.495611742675,8.31665046756E-06
0.494677343805,0.494681457897,8.31665046812E-06
0.493746384163,0.493750490513,8.31665046857E-06
0.492814748704,0.492818847306,8.31665046916E-06
0.491882444147,0.491886534995,8.31665046973E-06
0.490949477142,0.490953560231,8.31665047034E-06
0.490015854275,0.490019929599,8.31665047037E-06
0.489081582064,0.489085649618,8.31665047063E-06
0.488146666965,0.488150726744,8.31665047101E-06
0.487211115368,0.487215167366,8.31665047123E-06
0.486274933599,0.486278977811,8.31665047142E-06
0.485338127924,0.485342164345,8.31665047185E-06
0.484400704543,0.484404733168,8.31665047195E-06
0.483462669597,0.483466690421,8.31665047206E-06
0.482524029165,0.482528042182,8.31665047255E-06
0.481584789266,0.481588794472,8.31665047289E-06
0.480644955859,0.480648953248,8.31665047286E-06
0.479704534843,0.479708524411,8.31665047306E-06
0.478763532059,0.478767513801,8.31665047324E-06
0.477821953290,0.477825927202,8.31665047336E-06
0.476879804262,0.476883770338,8.31665047378E-06
0.475937090643,0.475941048879,8.31665047426E-06
0.474993818046,0.474997768436,8.31665047480E-06
0.474049992026,0.474053934567,8.31665047478E-06
0.473105618085,0.473109552772,8.31665047521E-06
0.472160701670,0.472164628498,8.31665047564E-06
0.471215248172,0.471219167137,8.31665047607E-06
0.470269262931,0.470273174028,8.31665047641E-06
0.469322751232,0.469326654457,8.31665047702E-06
0.468375718308,0.468379613657,8.31665047695E-06
0.467428169341,0.467432056810,8.31665047748E-06
0.466480109459,0.466483989044,8.31665047794E-06
0.465531543743,0.465535415438,8.31665047849E-06
0.464582477219,0.464586341021,8.31665047882E-06
0.463632914866,0.463636770771,8.31665047922E-06
0.462682861613,0.462686709617,8.31665047950E-06
0.461732322339,0.461736162438,8.31665047965E-06
0.460781301876,0.460785134065,8.31665048006E-06
0.459829805006,0.459833629282,8.31665048018E-06
0.458877836466,0.458881652824,8.31665048018E-06
0.457925400944,0.457929209381,8.31665048014E-06
0.456972503081,0.456976303593,8.31665048023E-06
0.456019147474,0.456022940057,8.31665048003E-06
0.455065338672,0.455069123323,8.31665048018E-06
0.454111081181,0.454114857895,8.31665048021E-06
0.453156379460,0.453160148235,8.31665047996E-06
0.452201237926,0.452204998757,8.31665047924E-06
0.451245660951,0.451249413834,8.31665047916E-06
0.450289652861,0.450293397794,8.31665047892E-06
0.449333217944,0.449336954923,8.31665047851E-06
0.448376360442,0.448380089463,8.31665047822E-06
0.447419084555,0.447422805614,8.31665047789E-06
0.446461394443,0.446465107537,8.31665047726E-06
0.445503294222,0.445506999348,8.31665047709E-06
0.444544787970,0.444548485124,8.31665047691E-06
0.443585879722,0.443589568902,8.31665047676E-06
0.442626573475,0.442630254676,8.31665047643E-06
0.441666873184,0.441670546404,8.31665047633E-06
0.440706782767,0.440710448002,8.31665047598E-06
0.439746306101,0.439749963348,8.31665047564E-06
0.438785447027,0.438789096282,8.31665047564E-06
0.437824209344,0.437827850605,8.31665047556E-06
0.436862596817,0.436866230081,8.31665047515E-06
0.435900613172,0.435904238435,8.31665047489E-06
0.434938262097,0.434941879357,8.31665047469E-06
0.433975547246,0.433979156499,8.31665047428E-06
0.433012472234,0.433016073477,8.31665047407E-06
0.432049040641,0.432052633871,8.31665047375E-06
0.431085256011,0.431088841227,8.31665047345E-06
0.430121121855,0.430124699052,8.31665047242E-06
0.429156641646,0.429160210822,8.31665047214E-06
0.428191818824,0.428195379976,8.31665047167E-06
0.427226656796,0.427230209920,8.31665047109E-06
0.426261158932,0.426264704026,8.31665047091E-06
0.425295328570,0.425298865632,8.31665047072E-06
0.424329169018,0.424332698044,8.31665047011E-06
0.423362683545,0.423366204534,8.31665046995E-06
0.422395875393,0.422399388341,8.31665046968E-06
0.421428747768,0.421432252673,8.31665046922E-06
0.420461303847,0.420464800705,8.31665046886E-06
